,hierid,T_mean
5152,IND.18.243.927,27.245158718516432
5153,IND.18.243.928,27.0317745025384
5154,IND.18.243.930,27.184163793312052
5155,IND.31.475.1919,27.503783725742977
5156,IND.31.482.1951,28.509385544450858
5157,IND.18.253.971,27.345695814190066
5158,IND.31.475.1918,28.35088327329687
5159,IND.31.484.1970,26.47977207621265
5160,IND.18.248.952,26.73841159073035
5161,IND.18.248.951,26.94702369211447
5162,IND.18.248.949,26.965075467309287
5163,IND.18.254.977,26.63262544346593
5164,IND.31.484.1965,27.939481199326394
5165,IND.18.254.979,26.797777386353175
5166,IND.31.482.1954,28.47677284038853
5167,IND.31.482.1955,27.833988883520064
5168,IND.31.484.1964,27.326198014952592
5169,IND.18.254.978,26.505343960606602
5170,IND.31.467.1885,26.526377493837924
5171,IND.31.467.1887,26.66554868197551
5172,IND.31.482.1953,27.96999709010902
5173,IND.31.467.1884,27.13658968073041
5174,IND.31.484.1966,27.253516486545465
5175,IND.19.257.991,27.356072840304364
5176,IND.31.467.1886,26.90411347757683
5177,IND.3.28.215,19.945736461251023
5178,IND.3.36.223,6.6555348716850276
5179,IND.3.37.224,11.073695693906679
5180,IND.3.40.227,14.138870440386107
5181,IND.3.31.218,16.560447859295454
5182,IND.3.38.225,12.120617148231348
5183,IND.3.30.217,14.168710339660745
5184,IND.3.29.216,8.826649869518073
5185,IND.32.491.2000,25.02302941966652
5186,IND.3.32.219,16.972145477851047
5187,IND.3.39.226,13.194991107135788
5188,IND.4.63.251,23.88974775572757
5189,IND.4.45.232,22.94528570591399
5190,IND.3.34.221,6.435015527953092
5191,IND.4.63.252,23.076262889943
5192,IND.3.27.214,18.190805239380662
5193,IND.4.47.234,23.65607842590323
5194,IND.3.26.213,18.832577562541175
5195,IND.3.33.220,19.242583059897175
5196,IND.4.56.244,22.609589773278362
5197,IND.4.61.249,23.232078141924415
5198,IND.3.35.222,20.512618629629504
5199,IND.4.51.238,23.474194243969066
5200,IND.25.367.1514,20.006545187038018
5201,IND.4.62.250,23.327897623367974
5202,IND.4.44.231,23.770672302473994
5203,IND.4.49.236,23.212068455484292
5204,IND.4.59.247,23.997050424627332
5205,IND.4.41.228,24.077409971533566
5206,IND.25.369.1516,19.141359248436572
5207,IND.4.52.239,23.01300669881052
5208,IND.4.42.229,24.15527054857393
5209,IND.25.366.1513,21.141966250717516
5210,IND.4.58.246,23.718815794395297
5211,IND.4.53.240,23.14573858708074
5212,IND.25.370.1517,22.10280341792641
5213,IND.4.57.245,23.925410010005535
5214,IND.25.371.1518,19.633793617254735
5215,IND.4.48.235,24.022056446250712
5216,IND.4.53.241,21.56852254747212
5217,IND.23.352.1497,20.983885279138832
5218,IND.25.365.1512,19.971626529451065
5219,IND.23.349.1494,23.483377644390483
5220,IND.25.364.1511,20.922545315659658
5221,IND.23.355.1500,21.40291326635802
5222,IND.25.368.1515,17.869679624282252
5223,IND.4.60.248,22.327953471748923
5224,IND.23.351.1496,21.411613617226887
5225,IND.22.347.1487,17.71560071529555
5226,IND.22.347.1488,20.297935387320223
5227,IND.22.345.1483,21.463281771806635
5228,IND.22.348.1492,20.00706341660263
5229,IND.22.343.1476,20.444290037085537
5230,IND.22.347.1490,19.853907591934274
5231,IND.4.54.242,24.71249261981938
5232,IND.4.50.237,24.355886100407954
5233,IND.22.343.1477,24.061292944175506
5234,IND.22.345.1481,22.162616325646894
5235,IND.22.347.1489,20.755285816255856
5236,IND.22.348.1493,20.430317163223236
5237,IND.22.340.1466,20.615849732824586
5238,IND.32.490.1998,24.385268200647634
5239,IND.24.358.1503,23.38746747328216
5240,IND.22.341.1469,20.05848039297001
5241,IND.24.356.1501,21.96750574688721
5242,IND.32.490.1999,24.80950452217344
5243,IND.22.341.1468,20.242257636360907
5244,IND.22.342.1475,19.938565029175745
5245,IND.24.361.1508,23.668112942699842
5246,IND.32.489.1997,24.80758062012052
5247,IND.32.492.2005,24.947170676881946
5248,IND.32.489.1996,24.56761622380812
5249,IND.32.492.2004,25.242697051489586
5250,IND.24.357.1502,20.222974724272376
5251,IND.32.491.2003,25.202696417014025
5252,IND.32.492.2006,25.356211003070342
5253,IND.24.363.1510,21.724644736161594
5254,IND.32.491.2001,25.253156147422136
5255,IND.24.360.1507,24.014558555425292
5256,IND.32.491.2002,25.248333453354018
5257,IND.24.360.1506,22.667787087821516
5258,IND.24.362.1509,22.58746979517798
5259,IND.24.359.1504,24.317817922993093
5260,IND.24.359.1505,23.941405474709274
5261,IND.1.1.1,27.19292592673
5262,IND.1.2.2,27.195302368190276
5263,IND.33.539.2145.Rf40ab8ad8eca68a7,24.780876539678445
5264,AZE.61,10.958661287579844
5265,AZE.57,13.863024102358139
5266,AZE.39,14.630764062531597
5267,AZE.30,7.58303186606588
5268,AZE.19,15.364481288365843
5269,AZE.6,16.440165948346987
5270,AZE.40,13.784743543764478
5271,AZE.38,12.601858550098996
5272,AZE.16,11.155724801071386
5273,AZE.Raee035b10059a557,10.835129743425176
5274,AZE.Rae00e3a961dbc230,11.17333312366528
5275,AZE.Rb8a0860e114d46f7,15.754545685707443
5276,AZE.R991592af3d0d991a,15.05652594614385
5277,AZE.R0449d915beb2325d,12.24963532374053
5278,AZE.R166e8e9217a1d4de,13.08575677282169
5279,AZE.Rb77db6aa411b64df,11.715277893395022
5280,AZE.R83cd159558ac5add,15.015030108469087
5281,AZE.Reb4f4fc41e6515e5,8.937565434193209
5282,AZE.R002a7b1930f04fcc,10.577536602286052
5283,AZE.Rb9ad626d8782f855,9.515772963337186
5284,LSO.2,10.71729415384496
5285,LSO.5,12.704185467662853
5286,LSO.R43efad340adc9191,12.682385401962716
5287,LSO.R7aec9c9e329cdc7e,11.628031619788013
5288,LSO.R05bdde605ab49bd8,10.684319630100987
5289,VCT.R93f2c04d2f53734b,26.48710923670832
5290,KEN.5.23.114.475.1664,28.28185287717938
5291,KEN.5.23.114.475.1663,28.33929975384314
5292,KEN.7.43.233.1017.3205,17.61246995122687
5293,KEN.5.24.122.500.1700,28.417488991356038
5294,KEN.5.24.122.501.1701,28.65870838597516
5295,KEN.5.24.122.500.1699,28.65870838597516
5296,KEN.5.24.122.501.1702,28.034396131565416
5297,KEN.5.24.123.502.1705,27.332917635354136
5298,KEN.5.24.123.502.1703,27.32405015169212
5299,KEN.5.24.123.502.1704,27.40895936605121
5300,KEN.3.14.64.273.1006,23.176706399585704
5301,KEN.3.16.74.319.1194,19.465632492509712
5302,KEN.3.16.74.319.1192,19.229416152875235
5303,KEN.4.22.106.451.1611,19.98222066081769
5304,KEN.4.22.108.460.1627,19.98222066081769
5305,KEN.4.22.108.460.1626,19.98222066081769
5306,KEN.3.16.74.319.1191,19.318975542165276
5307,KEN.2.10.46.200.800,26.011602187993162
5308,KEN.2.10.46.200.801,26.011602187993162
5309,KEN.2.10.46.199.799,26.011602187993162
5310,KEN.5.24.122.499.1698,28.176269596736915
5311,KEN.5.23.117.483.1675,28.871327244325528
5312,KEN.5.23.117.482.1674,28.527221984395062
5313,KEN.5.23.113.474.1662,28.044346900980106
5314,KEN.7.37.202.870.2835,16.056891159283964
5315,KEN.7.37.202.871.2836,16.056891159283964
5316,KEN.4.22.105.444.1600,21.83088868648207
5317,KEN.2.10.46.201.802,26.011602187993162
5318,KEN.3.19.94.391.1477,15.940220275527022
5319,KEN.7.43.233.1017.R45f601a22f208d2c,17.825659298997476
5320,KEN.3.16.74.320.R8242417e1ec28f0c,19.465632492509712
5321,KEN.4.22.108.458,19.98222066081769
5322,KEN.4.22.106.449,19.98222066081769
5323,KEN.4.22.105.R4dddbd4d98b13d26,21.83088868648207
5324,KEN.3.14.64.Rfcb48daf05076648,20.81705645023625
5325,KEN.7.43.233.R18dd6f45cce2d095,17.393293405210688
5326,KEN.8.47.258,19.696110218292233
5327,KEN.7.37.204.Rf2da4f0ea2e272a2,21.926944348050696
5328,KEN.7.37.204.876.R58edc504797937d1,20.90655467364988
5329,KEN.4.22.105.R7def0fc3b1ca4280,20.90655467364988
5330,KEN.7.38,20.3848301401151
5331,KEN.2.7,26.19782117464696
5332,KEN.8.48,22.55162149469382
5333,KEN.7.43.233.Ra7691a5351ca035e,17.94255669814146
5334,KEN.1.Rd3c29c7d3a604400,18.074954314438052
5335,KEN.1.5,16.09330538669892
5336,KEN.6.30,19.588980539036413
5337,KEN.4.22.R2947e0197ea9b378,19.98222066081769
5338,KEN.5.23.R8bdcb55382494b28,27.865096201273026
5339,KEN.5.25,27.937930995957597
5340,KEN.7.41,17.725761151474746
5341,KEN.1.2,17.51966524170926
5342,KEN.7.39,19.53698369180362
5343,KEN.7.32,20.846566981389227
5344,KEN.3.15.R4faa6b81bc7230ef,22.36499131128982
5345,KEN.1.6,15.40046368327024
5346,KEN.5.24.123.R3784a35fe7215c05,26.934867478376816
5347,KEN.7.Rc1cb05d2aced2bc6,20.670008293142864
5348,KEN.2.10.48.209,26.011602187993162
5349,KEN.3.15.Rd08477f0ef8d8019,24.94295312854055
5350,KEN.5.23.113.473,28.04889118948963
5351,KEN.2.R1852126f6cd68797,24.138632112886953
5352,KEN.6.27,20.03039302271717
5353,KEN.4.22.106.451.R1f83d8f7b6eee19e,19.36823759767067
5354,KEN.3.16.R5db98e870a2fb8ef,20.43495583687824
5355,KEN.7.37.R3dd0877499120604,21.57478089030595
5356,KEN.3.19.R41829dba716ab08e,20.505735183584246
5357,KEN.6.29,22.18156938263834
5358,KEN.3.14.Re490a07dde47dffb,27.243971473180096
5359,KEN.7.43.R3e95d50af18f01bd,18.066772330578132
5360,KEN.7.42,27.532371981490037
5361,KEN.7.Rce07d55a23f87455,21.88410270452343
5362,KEN.3.16.74.319.R46a2fb9c076523ea,19.31154153569912
5363,KEN.8.46,22.72015112703785
5364,KEN.7.37.204.876.R18221fda0e7da17f,21.83088868648207
5365,KEN.7.33,18.52972529711409
5366,KEN.5.23.Rf2c1a668ab2b6fdc,27.846100803124376
5367,KEN.3.16.74.320.Raf25bca1a766ef5b,19.5853450903049
5368,KEN.4.22.108.Ra46854be81b2ed2c,20.90655467364988
5369,KEN.4.22.110,20.03377878920635
5370,KEN.8.47.R3f95e4f0478b360b,21.71525459793085
5371,KEN.3.16.74.321,19.260177883428923
5372,KEN.2.10.R4b625c4983d7976f,26.130694501071446
5373,KEN.7.35,18.21698618354484
5374,KEN.6.28,21.887029027717354
5375,KEN.4.22.107,19.437519714893227
5376,KEN.8.45,20.350527347333113
5377,KEN.3.R7f4696d585b1e3e9,21.414341875032502
5378,KEN.3.17,22.398359908293553
5379,KEN.3.14.64.273.R25393fa28dd14c73,20.089891422822404
5380,KEN.6.31,23.006677497519867
5381,KEN.4.22.106.Re864d7911980b8a5,19.437519714893227
5382,KEN.2.Rfd0da01013452112,27.15782398024435
5383,KEN.6.26,22.66975515029278
5384,KEN.3.R905af49e6e45f6cb,27.835767389427954
5385,KEN.5.24.R0395cb12557cbfcf,25.92643833986812
5386,KEN.2.10.46.199.R6ce1f73cf8dc85ac,26.011602187993162
5387,KEN.1.1,19.66198350909262
5388,KEN.7.37.R9da30ec699662637,16.797707868422336
5389,KEN.2.10.48.208,26.112147125445574
5390,KOR.11.159,12.084981490653746
5391,KOR.9.126,14.327418958180289
5392,KOR.6.69,9.60077413562442
5393,KOR.6.58,11.253310956899622
5394,KOR.8.87,12.089352498253106
5395,KOR.16.229,14.20008454331284
5396,KOR.9.119,13.63849711054884
5397,KOR.8.85,12.212460586343383
5398,KOR.8.102,12.089352498253106
5399,KOR.15.200,12.089352498253106
5400,KOR.11.154,12.027441339593498
5401,KOR.15.216,12.089352498253106
5402,KOR.2.17,12.991146885784474
5403,KOR.4.44,13.65067264867048
5404,KOR.13.172,13.000504480632458
5405,KOR.10.151,14.306479055789822
5406,KOR.15.203,12.285666729763818
5407,KOR.15.219,12.089352498253106
5408,KOR.15.218,12.285666729763818
5409,KOR.11.160,12.144658996990833
5410,KOR.15.201,12.089352498253106
5411,KOR.15.207,12.285666729763818
5412,KOR.11.155,12.14908450495399
5413,KOR.15.215,12.285666729763818
5414,KOR.15.223,12.22401387930364
5415,KOR.15.224,12.179126752286797
5416,KOR.8.81,12.22401387930364
5417,KOR.15.202,12.22401387930364
5418,KOR.11.156,12.680518807630426
5419,KOR.11.152,12.085708423564597
5420,KOR.15.210,12.162361028843463
5421,KOR.11.158,12.085708423564597
5422,KOR.8.99,12.379067022394452
5423,KOR.6.71,11.712716559268571
5424,KOR.8.80,12.162361028843463
5425,KOR.8.86,12.162361028843463
5426,KOR.8.101,12.553809696218224
5427,KOR.8.92,12.5584461480357
5428,KOR.3.31,12.869784848200482
5429,KOR.1.7,15.078578260894218
5430,KOR.10.133,14.530696689418534
5431,KOR.7.75,13.555122140245686
5432,KOR.7.77,14.095402675363289
5433,KOR.14.192,14.099382691863081
5434,KOR.7.76,13.555122140245686
5435,KOR.14.194,13.935356514765294
5436,KOR.10.137,14.741273391688718
5437,KOR.1.14,15.368638607488094
5438,KOR.10.144,14.799534829578988
5439,KOR.1.5,15.08882119258817
5440,KOR.14.191,13.872940031868609
5441,KOR.10.149,14.741758954642648
5442,KOR.10.135,15.025148691953731
5443,KOR.10.146,14.869555642380618
5444,KOR.14.190,14.27533150971081
5445,KOR.14.196,14.720499107670264
5446,KOR.2.R44d21f981f9fd8a0,12.896225288033435
5447,KOR.8.Rc58003e7768fc329,12.841663366209076
5448,KOR.4.R40b09419e5f55b42,13.742540265600923
5449,KOR.11.R5ca567607be6efbd,12.00905581828573
5450,KOR.3.R8f42c10f6007f581,12.943648446369888
5451,KOR.13.R6fda6d59253decf6,12.599572063790585
5452,KOR.8.R28b1c7563f23f3aa,12.10504742677783
5453,KOR.15.Re7e3d56d3ae02dcf,12.187509614008462
5454,KOR.15.R46621ce54d4d48da,12.234209760323779
5455,KOR.8.R96b7d2601905e7b4,12.03764851277542
5456,KOR.13.R0b419343b963bd96,13.462809573647565
5457,KOR.9.Rdc641ea2df86375c,12.610091930087194
5458,KOR.8.R0cbfaf654b3f4621,11.64509264222231
5459,KOR.10.R5b074c370d50c394,14.673018704347271
5460,KOR.1.R9bba2a8ea1df493d,15.08882119258817
5461,KOR.10.R1d417edcea31006e,13.97357201306774
5462,KOR.6.R06a9057d5e0a5aed,10.452922668582243
5463,KOR.4.R52b6001f81ba8cb7,13.775187551908346
5464,KOR.5.R1ee7b74d0c143e51,12.970260307491325
5465,KOR.15.R5e57a1b8bcd56d27,12.22401387930364
5466,KOR.9.R0a69190981674c1b,13.086212436192666
5467,KOR.1.Rf38941b58b28cf29,14.908109748699246
5468,KOR.4.Re8ee59012f262d9a,13.550614685692295
5469,KOR.9.R8d320864ec47da4b,12.52168288446461
5470,KOR.6.R578e20dbe603477a,9.614344558187197
5471,KOR.3.R49c0ad4ee0ac4b8f,12.955417192207474
5472,KOR.13.R659d8c690a7ac7bf,13.49405350231901
5473,KOR.1.Rc91e34266c03076e,15.368638607488094
5474,KOR.15.R16f46440236b31b1,12.089352498253106
5475,KOR.8.R225e2b0655211e60,12.41669857906112
5476,KOR.8.R7b4ac54ac1bf6e84,12.085708423564597
5477,KOR.8.Ra9b9011cd8c00c84,12.38924314213134
5478,KOR.10.R5db62fcbad0c4c77,13.307594682242364
5479,KOR.2.R8127bd0bd2d6ad6a,12.177696411802096
5480,KOR.12,16.145452760617502
5481,KOR.15.R90f476d36c929c73,12.22911181981371
5482,KOR.8.R0f60f3f24beaa76e,12.13997549449931
5483,KOR.14.R6740add3a918d5ac,14.015568033013029
5484,KOR.15.R4924b5775a890171,12.187509614008462
5485,KOR.1.R246176996d0fcc76,15.368638607488094
5486,KOR.5.Rf596123caa0aa819,13.031005864124495
5487,KOR.9.R9a93d574080a3f8a,13.546905916327267
5488,KOR.14.R092e16a882458e51,13.978054093864978
5489,KOR.16.R6dcf4076f27a03d0,14.08455043744332
5490,MAC,23.247490374316897
5491,TUR.54.636,10.907716742751218
5492,TUR.50.575,13.36467042269507
5493,TUR.50.576,13.084119801461137
5494,TUR.28.310,14.535076098923915
5495,TUR.10.112,11.170907661429055
5496,TUR.43.505,10.906300945202323
5497,TUR.52.590,14.751985418600938
5498,TUR.52.592,13.965004869540252
5499,TUR.52.593,14.548684162025722
5500,TUR.52.594,14.224434913796234
5501,TUR.31.343,4.6360748604427044
5502,TUR.32.352,10.564703643022796
5503,TUR.1.5,16.884963526364402
5504,TUR.1.7,16.189515716664282
5505,TUR.67.780,11.2527576409753
5506,TUR.67.786,11.596357890339902
5507,TUR.38.413,9.171397920070788
5508,TUR.40.434,15.12216835766894
5509,TUR.40.437,15.106074674683555
5510,TUR.40.443,15.161780319970944
5511,TUR.40.440,15.009006782027654
5512,TUR.40.444,15.090371512291009
5513,TUR.40.449,15.169604847029603
5514,TUR.40.450,15.106074674683555
5515,TUR.40.451,15.161780319970944
5516,TUR.40.460,15.116561093614663
5517,TUR.40.466,15.106074674683555
5518,TUR.40.430,14.799094905778455
5519,TUR.79.907,14.65951908184607
5520,TUR.24.257,11.40580635814538
5521,TUR.2.19,17.023324350664154
5522,TUR.8.89,17.526257489215197
5523,TUR.8.92,17.093628447731305
5524,TUR.22.228,16.731030861463182
5525,TUR.22.230,16.315408734138956
5526,TUR.22.232,15.483629408771215
5527,TUR.22.233,16.49142138406741
5528,TUR.25.278,14.840970677644586
5529,TUR.65.755,8.083707496482646
5530,TUR.65.756,7.643197915232776
5531,TUR.65.757,10.316931265805309
5532,TUR.65.758,10.549449814565548
5533,TUR.40.433,14.81787753477363
5534,TUR.40.441,14.905222405681513
5535,TUR.40.454,14.81787753477363
5536,TUR.40.455,14.779521825462894
5537,TUR.40.457,14.779521825462894
5538,TUR.40.463,14.619224884773644
5539,TUR.40.446,14.905222405681513
5540,TUR.40.464,14.856233244084365
5541,TUR.40.465,14.754410880837076
5542,TUR.52.589,13.645370037729492
5543,TUR.66.767,12.841408116303583
5544,TUR.75.871,10.539640925337423
5545,TUR.75.872,8.924917083850147
5546,TUR.72.833,8.42127212818109
5547,TUR.74.856,10.98538607031846
5548,TUR.7.65,11.682912309927374
5549,TUR.7.72,12.157561187959718
5550,TUR.7.81,11.945228442516338
5551,TUR.7.82,11.792733287726321
5552,TUR.7.86,12.285643988604667
5553,TUR.7.70,12.173406174526122
5554,TUR.21.219,13.774771937622916
5555,TUR.21.223,11.393985884573112
5556,TUR.79.904,14.768403751235738
5557,TUR.12.147,15.447754315542227
5558,TUR.12.148,14.278075740262324
5559,TUR.55.650,12.480572129669131
5560,TUR.69.803,15.340345468954999
5561,TUR.49.566,12.671917137870325
5562,TUR.80.913,11.131539578453243
5563,TUR.32.362,12.223457897174304
5564,TUR.4.46,7.950601140202527
5565,TUR.78.895,8.656642879623364
5566,TUR.78.899,8.458907106715122
5567,TUR.61.714,10.739528890779377
5568,TUR.47.550,11.15630470062655
5569,TUR.47.552,10.606354075768934
5570,TUR.47.557,10.173112647359815
5571,TUR.3.37,10.970352909521273
5572,TUR.29.321,13.310380788823352
5573,TUR.41.485,17.714213504595136
5574,TUR.41.488,17.927035465021078
5575,TUR.59.696,18.89008109190402
5576,TUR.53.612,8.261980617617803
5577,TUR.53.621,11.863392159943949
5578,TUR.41.468,17.714213504595136
5579,TUR.41.478,17.714213504595136
5580,TUR.41.481,17.48955594716614
5581,TUR.41.475,17.733905387862237
5582,TUR.77.888,14.335285494769193
5583,TUR.26.294,15.68424616301133
5584,TUR.14.160,15.961640206816108
5585,TUR.39.423,12.460521148938009
5586,TUR.1.10,19.370370875222306
5587,TUR.1.13,19.459454150901763
5588,TUR.64.744,16.949070741617447
5589,TUR.11.118,15.646321098062856
5590,TUR.68.794,18.71315845953839
5591,TUR.57.670,16.323083875307972
5592,TUR.57.672,18.695298471852148
5593,TUR.57.675,16.232415266382656
5594,TUR.44.511,11.488006818364768
5595,TUR.44.514,10.260106990747602
5596,TUR.44.515,12.014558608457445
5597,TUR.40.431,14.779521825462894
5598,TUR.59.690,18.63179260902074
5599,TUR.59.692,18.88704800382273
5600,TUR.33.365,16.882348965229426
5601,TUR.33.366,16.12797598946714
5602,TUR.48.561,17.81908318315114
5603,TUR.48.562,17.44700018103805
5604,TUR.8.100,15.82717565441785
5605,TUR.58.686,14.67155203028668
5606,TUR.58.689,15.99684822604714
5607,TUR.58.683,10.804693133027843
5608,TUR.37.400,18.411302172937525
5609,TUR.1.R30ba3b43bfe55e92,19.87596553596176
5610,TUR.19.Rcbcedc542d8c66af,9.260639101172476
5611,TUR.79.Rb347c5bccad6a2fe,14.579283567754658
5612,TUR.29.R931e897746c4561e,13.101368130387552
5613,TUR.67.Rbd227b9231cf9dc5,11.894718563931846
5614,TUR.77.R785c39cbf71dc208,14.293317321706033
5615,TUR.29.R62256c0b6bc6af0a,12.90867594190068
5616,TUR.40.R90e4ff111559ce44,14.715355528006523
5617,TUR.81.R601bcff92b768412,11.320461140875532
5618,TUR.79.R0ec2f72d98e26266,15.052462784382044
5619,TUR.30.Rc103134224044484,6.1489624346058
5620,TUR.21.Rd8622e8ab0900d06,13.062399642062935
5621,TUR.1.Rb057c09f81b1b67e,11.979689567944648
5622,TUR.48.R5570f5f28e7b75f0,16.50330418858001
5623,TUR.76.Rfe0ffde27653038e,8.620403064320822
5624,TUR.50.R073ef45f734b15a4,13.845046582777863
5625,TUR.1.R672e0766210632f5,19.091285387843126
5626,TUR.65.R2e35205f4f0ca95a,8.638885451203393
5627,TUR.74.R3bc33dce360d1dd6,9.94624762914997
5628,TUR.71.R46d98f4ec3481655,17.55469846055805
5629,TUR.65.Rd8ef6192644462ed,6.072723585713959
5630,TUR.16,11.742521854180037
5631,TUR.65.Rb72df9ce77b2d9f4,11.439799125686477
5632,TUR.32.R9dd9933d2502d0a3,12.02925634210316
5633,TUR.8.R4cac2c1c9fbb064a,14.432189046143122
5634,TUR.33.Rac390a581898cfa4,16.000748204122708
5635,TUR.33.R19134d5774320e02,17.28989829477291
5636,TUR.68.Rb76ba5347ae2b51f,19.027199414331978
5637,TUR.Rcb71f4b6d8137615,5.677347677011992
5638,TUR.49.Rc20e080761dc49b4,12.941709958607955
5639,TUR.64.Rf638e484ea85de8a,17.192556267781832
5640,TUR.30.R36151f1e0547bfc5,5.952099067442305
5641,TUR.61.R504529d392a20826,11.583716419850994
5642,TUR.10.R8b3696b1a27d4d5a,6.658299551183186
5643,TUR.30.R214eb5e426423291,8.05756713264036
5644,TUR.53.Rea6c522a55edc2a7,12.356573977260467
5645,TUR.67.R8c75d95f8515cfc9,12.749359354278944
5646,TUR.7.Rfd4ad80fbbcdc9e4,12.533693180619977
5647,TUR.11.R6f37983447d5535d,16.74300031763378
5648,TUR.19.R805886e614ce3ba2,10.389990213626364
5649,TUR.41.R00c3344d24e04881,16.58464415842651
5650,TUR.34.R21cb18fc70410f48,9.458248234442316
5651,TUR.8.R6fb21f44a035d077,18.06005881046958
5652,TUR.78.Rb0cdede7d3dc9d34,5.945045779345396
5653,TUR.57.R3c4ebaab19438234,17.404519767276756
5654,TUR.50.R675cbb33266b99e5,14.614006965045013
5655,TUR.40.Rf2aefd3128770758,15.161780319970944
5656,TUR.40.R4c9d53f66d453e37,15.161780319970944
5657,TUR.63.R7e568a2e16880b35,7.818422270330302
5658,TUR.80.Rb3a523fbda4c38cb,11.063188454656435
5659,TUR.23,10.299868338938984
5660,TUR.40.R25ee80bcf33d23bd,15.106074674683555
5661,TUR.12.R12f1e5e5dde03107,15.360660829663093
5662,TUR.80.R03d54b97910a8a4c,11.158633933032078
5663,TUR.76.R853bb9d10d07626b,11.350559942371424
5664,TUR.67.R65744ebb75d7f87c,11.302564731486722
5665,TUR.11.Rc351fbec55e6ac27,17.388323733799716
5666,TUR.3.R5662a07053e94af2,11.906882296350918
5667,TUR.78.R8602e6c876981c44,6.445935347750259
5668,TUR.42.R22908b94092e45ef,14.41738266959386
5669,TUR.22.Rd2ee11287e15ab29,15.25500750533069
5670,TUR.56.R988f6f1fd0fb34c2,15.5667604670741
5671,TUR.43.R7b0212cc01e44ac8,9.090042095827869
5672,TUR.73.R6b58d457b8fce7c2,15.0739642701722
5673,TUR.25.R5b537648cb9078c9,14.455813902364811
5674,TUR.73.R7a46ee8d89d75aa7,14.62599296736901
5675,TUR.54.Rf47eb74c268b184b,12.19577108499153
5676,TUR.74.Read72a5710d6d219,9.305063184067015
5677,TUR.8.R89c4415bfa7f892d,14.71854227014544
5678,TUR.11.R2d609831cdae199f,16.608372107308373
5679,TUR.28.R82c0479cac2d5e5b,15.071228710387809
5680,TUR.81.R7c065de8b9f88e63,12.91809052034251
5681,TUR.14.Ra03e3467591c0fb8,14.986391875648568
5682,TUR.68.Rf6b941de6f70e895,17.277958785485165
5683,TUR.8.R77a13a62f3108f63,16.527206799516257
5684,TUR.31.Rf25dcbed18a6407c,5.6207177898526695
5685,TUR.53.Ra18326f89406c0b1,10.845189177491273
5686,TUR.63.R542e641219c207cd,9.89817438733655
5687,TUR.43.R7bd925166fe33ce1,10.453764035453453
5688,TUR.37.R8866d3cdf9be8cec,18.059480759333827
5689,TUR.20,13.041228346871481
5690,TUR.7.R98b700986b768b8f,12.33872408925051
5691,TUR.68.R157553c497a2a016,19.05952636396843
5692,TUR.37.R3a2717ae7b7044e6,18.31390929455588
5693,TUR.2.R2398836467123358,15.14757666255358
5694,TUR.53.R614a4ed669b5b783,12.253892195511687
5695,TUR.Rc990f1da8d2c30f0,5.208621067295418
5696,TUR.42.R67d48c68ddd5b832,12.233755359392894
5697,TUR.62,10.257436762723307
5698,TUR.24.Rac1cd4922f8b2c9e,11.480855416511282
5699,TUR.Rb5585f40507b62f6,12.792516326649558
5700,TUR.59.R9fa3f6ccb8428d3b,17.275913759065116
5701,TUR.34.Rd2e8ebde394f2c53,7.097639780321718
5702,TUR.66.Ra95a5002ced39d38,12.962841615558277
5703,TUR.65.Reb7b9f18325f95cf,7.919288132587155
5704,TUR.40.Ra5440ea1ead49e48,15.146101467093198
5705,TUR.56.Re1efa5ccf123c1d9,16.338981121730363
5706,TUR.71.Rda33cb04ebeabd1a,12.829322903093848
5707,TUR.11.R5b957a361e664f95,18.343900318268403
5708,TUR.44.R69051a9f05bd7fa8,12.759418553091546
5709,TUR.60,8.915558161931916
5710,TUR.57.Rc7c0c2faaa204735,18.10288657430284
5711,TUR.40.Rfcc60730965f194e,15.009006782027654
5712,TUR.53.Re1325e96bf794813,11.267072769280917
5713,TUR.Rf5bddc17863cbcb4,10.618611434214845
5714,TUR.6,11.07734361819579
5715,TUR.63.Rf5fc0cfb20e9a86c,11.080974433148992
5716,TUR.12.R49b4ae1484335ac5,14.451500171832004
5717,TUR.75.Rdbf81f1c4215888b,9.893636349844996
5718,TUR.56.R0b24e56fb19d26f7,14.969517151477602
5719,TUR.72.R6278c15764fb727f,8.10792597847219
5720,TUR.41.R65bc5cd34fac235c,16.566218736466674
5721,TUR.69.R15f1cab50192f90c,12.596203158158005
5722,TUR.21.R4e9186a0d27baa95,12.348251967743684
5723,TUR.2.R0eed8a91f95f42d7,15.633017598453485
5724,TUR.75.Rbfab7082ca803fd8,6.8901241206005235
5725,TUR.41.R289dd37ba3700587,17.86193350610208
5726,TUR.52.R79659d0b44dbff92,13.552430253568886
5727,TUR.21.Rdc1affe44658e1c9,13.352070016988526
5728,TUR.47.Rf6f21c71784d014c,9.484261293673896
5729,TUR.R16eb173bcde7069d,10.068061215571644
5730,TUR.55.R094468aca8988cb6,11.40537253973018
5731,TUR.17,9.703274687284095
5732,TUR.26.R15ac4ac8596630ef,15.016818679694968
5733,TUR.40.R5137bac173287170,14.802297880399891
5734,TUR.38.Rbeceb7c8b4a3a7a9,7.985811217900423
5735,TUR.27,11.117337332555959
5736,TUR.39.R811f26e80281e034,12.167325815946477
5737,TUR.32.Rd31e0789b32e4dcc,11.565479174701847
